;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;name;id;popularity;titles;lyrics
134;134;134;134;Nirvana;6olE6TJLqED3rqDCT0FyPh;82;;
135;135;135;135;Rels B;2IMZYfNi21MGqxopj9fWx8;82;;
136;136;136;136;Sech;2cquAhD0Pl4KGCODyGHmq0;82;;
137;137;137;137;Steve Lacy;57vWImR43h4CaDao012Ofp;82;;
138;138;138;138;Ty Dolla $ign;7c0XG5cIJTrrAgEC3ULPiq;82;;
139;139;139;139;Yandel;0eHQ9o50hj6ZDNBt6Ys1sD;82;;
140;140;140;140;Måneskin;0lAWpj5szCSwM4rUMHYmrr;81;;
141;141;141;141;2Pac;1ZwdS5xdxEREPySFridCfh;81;;
142;142;142;142;A.R. Rahman;1mYsTxnqsietFxj1OgoGbG;81;;
143;143;143;143;ABBA;0LcJLqbBmaGUft1e9Mm8HV;81;;
144;144;144;144;Akon;0z4gvV4rjIZ9wHck67ucSV;81;;
145;145;145;145;Alan Walker;7vk5e3vY1uw9plTHJAMwjN;81;;
146;146;146;146;Ava Max;4npEfmQ6YuiwW1GpUmaq3F;81;;
147;147;147;147;Becky G;4obzFoKoKRHIphyHzJ35G3;81;;
148;148;148;148;Britney Spears;26dSoYclwsYLMAKD3tpOr4;81;;
149;149;149;149;Cardi B;4kYSro6naA4h99UJvo89HB;81;;
150;150;150;150;Cartel De Santa;07PdYoE4jVRF6Ut40GgVSP;81;;
151;151;151;151;Dr. Dre;6DPYiyq5kWVQS4RGwxzPC7;81;;
152;152;152;152;Fall Out Boy;4UXqAaa6dQYAk18Lv7PEgX;81;;
153;153;153;153;Grupo Firme;7DicScso20Bic7AwWBgRGd;81;;
154;154;154;154;Hozier;2FXC3k01G6Gw61bmprjgqS;81;;
155;155;155;155;James Arthur;4IWBUUAFIplrNtaOHcJPRM;81;;
156;156;156;156;Jul;3IW7ScrzXmPvZhB27hmfgy;81;;
157;157;157;157;Justin Quiles;14zUHaJZo1mnYtn6IBRaRP;81;;
158;158;158;158;Kid Cudi;0fA0VVWsXO9YnASrzqfmYu;81;;
159;159;159;159;Labrinth;2feDdbD5araYcm6JhFHHw7;81;;
160;160;160;160;Mac Demarco;3Sz7ZnJQBIHsXLUSo0OQtM;81;;
161;161;161;161;Marca Registrada;33z3dodBumcusMi3hfmzyR;81;;
162;162;162;162;Meghan Trainor;6JL8zeS1NmiOftqZTRgdTz;81;;
163;163;163;163;Nicky Jam;1SupJlEpv7RS2tPNRaHViT;81;;
164;164;164;164;Pharrell Williams;2RdwBSPQiwcmiDo9kixcl8;81;;
165;165;165;165;Pink Floyd;0k17h0D3J5VfsdmQ1iZtE9;81;;
166;166;166;166;Quavo;0VRj0yCOv2FXJNP47XQnx5;81;;
167;167;167;167;Sean Paul;3Isy6kedDrgPYoTS1dazA9;81;;
168;168;168;168;Sebastian Yatra;07YUOmWljBTXwIseAUd9TW;81;;
169;169;169;169;Shreya Ghoshal;0oOet2f43PA68X5RxKobEy;81;;
170;170;170;170;Tame Impala;5INjqkS1o8h1imAzPqGZBb;81;;
171;171;171;171;The Black Eyed Peas;1yxSLGMDHlW21z4YXirZDS;81;;
172;172;172;172;The Chainsmokers;69GGBxA162lTqCwzJG5jLp;81;;
173;173;173;173;Tory Lanez;2jku7tDXc6XoB6MO2hFuqg;81;;
174;174;174;174;Twenty One Pilots;3YQKmKGau1PzlVlkL1iodx;81;;
175;175;175;175;Tyga;5LHRHt1k9lMyONurDHEdrp;81;;
176;176;176;176;Wisin & Yandel;1wZtkThiXbVNtj6hee6dz9;81;;
177;177;177;177;Alok;0NGAZxHanS9e0iNHpR8f2W;80;;
178;178;178;178;Amitabh Bhattacharya;2fMqTqiTxUDlmcOEPaQSsx;80;;
179;179;179;179;Banda Sinaloense MS de Sergio Lizárraga;2C6i0I5RiGzDKN9IAF8reh;80;;
180;180;180;180;Bob Marley & The Wailers;2QsynagSdAqZj3U9HgDzjD;80;;
181;181;181;181;Bryson Tiller;2EMAnMvWE2eb56ToJVfCWs;80;;
182;182;182;182;Burna Boy;3wcj11K77LjEY1PkEazffa;80;;
183;183;183;183;Chase Atlantic;7cYEt1pqMgXJdq00hAwVpT;80;;
184;184;184;184;Childish Gambino;73sIBHcqh3Z3NyqHKZ7FOL;80;;
185;185;185;185;Conan Gray;4Uc8Dsxct0oMqx0P6i60ea;80;;
186;186;186;186;Creedence Clearwater Revival;3IYUhFvPQItj6xySrBmZkd;80;;
187;187;187;187;Demi Lovato;6S2OmqARrzebs0tKUEyXyp;80;;
188;188;188;188;Green Day;7oPftvlwr6VrsViSDV7fJY;80;;
189;189;189;189;Guns N' Roses;3qm84nBOXUEQ2vnTfUTTFC;80;;
190;190;190;190;Gusttavo Lima;7MiDcPa6UiV3In7lIM71IN;80;;
191;191;191;191;Jack Harlow;2LIk90788K0zvyj2JJVwkJ;80;;
192;192;192;192;Justin Timberlake;31TPClRtHm23RisEBtV3X7;80;;
193;193;193;193;Kygo;23fqKkggKUBHNkbKtXEls4;80;;
194;194;194;194;Paramore;74XFHRwlV6OrjEM0A2NCMF;80;;
195;195;195;195;Phoebe Bridgers;1r1uxoy19fzMxunt3ONAkG;80;;
196;196;196;196;Radiohead;4Z8W4fKeB5YxbusRsdQVPb;80;;
197;197;197;197;Rammstein;6wWVKhxIU2cEi0K81v7HvP;80;;
198;198;198;198;RAYE;5KKpBU5eC2tJDzf0wmlRp2;80;;
199;199;199;199;Robin Schulz;3t5xRXzsuZmMDkQzgOX35S;80;;
200;200;200;200;Sabrina Carpenter;74KM79TiuVKeVCqs8QtB0B;80;;
201;201;201;201;Sfera Ebbasta;23TFHmajVfBtlRx5MXqgoz;80;;
